Gene	Module	kME
SERPINB7	P1_I2_M9	0.95
LMO1	P1_I2_M1	0.92
PLD4	P1_I2_M1	0.8
XRRA1	P1_I2_M2	0.92
TRIM66	P1_I2_M1	0.89
RNF169	P1_I2_M1	0.83
RPL27A	P1_I2_M15	0.86
ST5	P1_I2_M16	0.83
TMEM130	P1_I2_M4	0.92
PRTG	P1_I2_M1	0.87
ATMIN	P1_I2_M7	0.84
C16orf46	P1_I2_M1	0.97
MAPK7	P1_I2_M1	0.91
RP11-382A20.3	P1_I2_M7	0.8
CLEC4D	P1_I2_M14	0.91
RIMKLB	P1_I2_M3	0.83
A2ML1	P1_I2_M17	0.99
BEAN1	P1_I2_M1	0.99
TK2	P1_I2_M7	0.83
SLC38A8	P1_I2_M1	0.99
CPLX4	P1_I2_M1	0.99
GALR1	P1_I2_M1	0.99
IQCD	P1_I2_M2	0.92
CDH16	P1_I2_M13	0.96
CFAP52	P1_I2_M18	1.0
MC4R	P1_I2_M1	0.98
SERPINB12	P1_I2_M9	0.99
CHRFAM7A	P1_I2_M1	0.98
ATF7IP2	P1_I2_M2	0.9
TVP23A	P1_I2_M1	0.98
TMPRSS5	P1_I2_M1	0.95
ZCCHC18	P1_I2_M1	0.98
ZNF592	P1_I2_M1	0.81
HTR3A	P1_I2_M1	0.93
NNMT	P1_I2_M6	0.81
AP1G1	P1_I2_M7	0.82
CATSPER2	P1_I2_M2	0.9
C16orf45	P1_I2_M4	0.88
YPEL4	P1_I2_M1	0.86
LDHC	P1_I2_M2	0.94
LDHAL6A	P1_I2_M1	0.91
KIF7	P1_I2_M1	0.97
MESP1	P1_I2_M1	0.98
ANPEP	P1_I2_M10	0.94
SCNN1G	P1_I2_M13	0.81
ANKDD1A	P1_I2_M1	0.87
GLYATL1	P1_I2_M6	0.92
GPR182	P1_I2_M1	0.93
ZBTB39	P1_I2_M1	0.95
CACNG2	P1_I2_M1	0.91
TAC3	P1_I2_M11	0.98
MYO1A	P1_I2_M10	0.97
CHP2	P1_I2_M10	0.87
OR4D6	P1_I2_M1	0.99
VPS39	P1_I2_M3	0.92
ATP23	P1_I2_M1	0.81
ELFN2	P1_I2_M1	0.81
C15orf48	P1_I2_M21	0.95
NYAP1	P1_I2_M1	0.8
TSC22D4	P1_I2_M4	0.93
MS4A6E	P1_I2_M2	0.99
MS4A14	P1_I2_M2	0.98
MS4A5	P1_I2_M2	0.99
CCNDBP1	P1_I2_M1	0.96
EPB42	P1_I2_M14	0.95
TGM6	P1_I2_M1	0.99
MS4A15	P1_I2_M23	0.95
MAP1A	P1_I2_M4	0.99
RCCD1	P1_I2_M1	0.96
MAPRE2	P1_I2_M4	0.85
TCP10L2	P1_I2_M1	0.99
NAT16	P1_I2_M1	0.98
TERB2	P1_I2_M2	0.95
SGSM1	P1_I2_M1	0.8
PBX3	P1_I2_M7	0.94
GNGT2	P1_I2_M5	0.88
TTC16	P1_I2_M1	0.87
SUN5	P1_I2_M2	0.96
SAMD14	P1_I2_M1	0.98
PIP5KL1	P1_I2_M1	0.99
BPIFB6	P1_I2_M1	0.99
TMEM92	P1_I2_M10	0.91
ACSF2	P1_I2_M13	0.85
TRUB2	P1_I2_M1	0.96
CERCAM	P1_I2_M4	0.85
ENDOG	P1_I2_M8	0.86
TBC1D21	P1_I2_M2	0.99
PRRX2	P1_I2_M1	0.9
C15orf39	P1_I2_M2	0.92
SP2	P1_I2_M3	0.9
COQ7	P1_I2_M3	0.81
GPRC5B	P1_I2_M4	0.95
C16orf92	P1_I2_M1	0.85
GOLGA6C	P1_I2_M1	0.97
FBXO22	P1_I2_M1	0.86
NOD2	P1_I2_M1	0.86
SNX20	P1_I2_M5	0.97
LOXHD1	P1_I2_M2	0.95
KATNAL2	P1_I2_M7	0.8
IGF2	P1_I2_M11	0.97
DPEP2	P1_I2_M5	0.85
DUS2	P1_I2_M2	0.81
RBFOX3	P1_I2_M4	0.83
CD3D	P1_I2_M5	0.87
ART5	P1_I2_M1	0.83
OR51I1	P1_I2_M1	0.99
OR51Q1	P1_I2_M1	0.99
PRRT2	P1_I2_M4	0.82
ZNF23	P1_I2_M1	0.87
IRGQ	P1_I2_M1	0.98
ZNF180	P1_I2_M1	0.92
ZNF668	P1_I2_M1	0.97
LPO	P1_I2_M25	1.0
CA4	P1_I2_M21	0.86
SMG8	P1_I2_M1	0.82
TPM4	P1_I2_M16	0.82
JSRP1	P1_I2_M8	0.98
FAM129C	P1_I2_M5	0.9
KLHL26	P1_I2_M1	0.96
CDT1	P1_I2_M1	0.81
SPATA33	P1_I2_M2	0.97
SGK494	P1_I2_M1	0.96
PROCA1	P1_I2_M2	0.98
RPL13	P1_I2_M15	0.94
CORO6	P1_I2_M8	0.89
RHEBL1	P1_I2_M1	0.98
ZNF610	P1_I2_M1	0.83
ZNF528	P1_I2_M3	0.85
ZNF701	P1_I2_M1	0.83
NCKAP5L	P1_I2_M1	0.85
PROSER3	P1_I2_M1	0.94
NFKBID	P1_I2_M1	0.92
ANKRD33	P1_I2_M1	0.99
LAIR1	P1_I2_M1	0.96
TTYH1	P1_I2_M4	0.96
CDC42EP5	P1_I2_M1	0.98
LAIR2	P1_I2_M1	0.99
ZNF526	P1_I2_M1	0.98
TRAPPC9	P1_I2_M7	0.91
KIR3DL1	P1_I2_M1	0.99
NLRP7	P1_I2_M1	0.99
ZNF146	P1_I2_M3	0.83
ZNF283	P1_I2_M1	0.92
PSCA	P1_I2_M22	0.95
ATCAY	P1_I2_M4	0.99
LY6D	P1_I2_M9	0.81
TMIGD2	P1_I2_M1	0.94
SEMA6B	P1_I2_M4	0.9
FAM57A	P1_I2_M9	0.96
KIFC2	P1_I2_M9	0.86
RILP	P1_I2_M1	0.91
SERPINF2	P1_I2_M6	0.96
WDR81	P1_I2_M1	0.88
TRPV3	P1_I2_M1	0.97
KLK5	P1_I2_M9	0.96
KLK13	P1_I2_M17	0.99
KRT80	P1_I2_M9	0.95
KRT1	P1_I2_M9	0.94
ACER1	P1_I2_M9	0.99
RCOR2	P1_I2_M1	0.94
CABP2	P1_I2_M1	0.99
TBX10	P1_I2_M1	0.86
OR8J3	P1_I2_M1	0.99
OR5I1	P1_I2_M1	0.99
ZNF232	P1_I2_M1	0.99
CD300C	P1_I2_M1	0.87
CD300A	P1_I2_M5	0.81
TEKT1	P1_I2_M18	1.0
EVPL	P1_I2_M9	0.9
SRP68	P1_I2_M3	0.88
MGAT5B	P1_I2_M1	0.82
TMC8	P1_I2_M5	0.95
GSDMA	P1_I2_M9	0.96
TMEM99	P1_I2_M2	0.9
SOST	P1_I2_M1	0.94
PRR25	P1_I2_M1	0.99
ZNF598	P1_I2_M1	0.88
E4F1	P1_I2_M1	0.87
DNASE1L2	P1_I2_M1	0.93
CASKIN1	P1_I2_M1	0.85
ABCA3	P1_I2_M23	0.92
ZNF597	P1_I2_M1	0.99
NLRC3	P1_I2_M1	0.8
SDHAF2	P1_I2_M3	0.86
DDB1	P1_I2_M7	0.9
VWCE	P1_I2_M1	0.96
SLC3A2	P1_I2_M7	0.92
HRASLS5	P1_I2_M2	0.99
TTC21A	P1_I2_M2	0.95
RPSA	P1_I2_M15	0.93
ULK4	P1_I2_M2	0.91
SAC3D1	P1_I2_M1	0.97
MAJIN	P1_I2_M2	0.96
CCDC88B	P1_I2_M5	0.9
PBK	P1_I2_M2	0.96
COPS6	P1_I2_M3	0.8
ANKS3	P1_I2_M1	0.96
KIAA1586	P1_I2_M1	0.87
OR1F1	P1_I2_M1	0.99
OR2B2	P1_I2_M1	0.99
SETD5	P1_I2_M3	0.92
VASN	P1_I2_M1	0.86
HIST3H3	P1_I2_M1	0.99
THAP9	P1_I2_M1	0.96
OR2C1	P1_I2_M1	0.99
RNF187	P1_I2_M4	0.83
ZCCHC4	P1_I2_M1	0.95
PTGDR	P1_I2_M1	0.91
KCNV2	P1_I2_M1	0.99
PTF1A	P1_I2_M1	0.83
SMIM4	P1_I2_M20	0.87
KIF5C	P1_I2_M4	0.96
BMI1	P1_I2_M3	0.88
HIST1H1E	P1_I2_M14	0.87
MPLKIP	P1_I2_M1	0.99
ACOX2	P1_I2_M6	0.87
FAM107A	P1_I2_M4	0.93
MOBP	P1_I2_M4	0.99
CX3CR1	P1_I2_M4	0.93
C8orf22	P1_I2_M8	0.97
XIRP1	P1_I2_M19	0.97
INSM2	P1_I2_M1	0.99
SCN11A	P1_I2_M1	0.98
FILIP1L	P1_I2_M16	0.88
MLKL	P1_I2_M5	0.82
RFWD3	P1_I2_M2	0.83
MTNR1A	P1_I2_M1	0.99
KCNG4	P1_I2_M1	0.99
RHOH	P1_I2_M5	0.91
HR	P1_I2_M9	0.95
TXNDC2	P1_I2_M2	0.97
REEP4	P1_I2_M9	0.84
TNXB	P1_I2_M20	0.94
LGI3	P1_I2_M4	0.91
SFTPC	P1_I2_M23	0.98
PHYHIP	P1_I2_M4	0.94
CCDC110	P1_I2_M2	0.96
MTCL1	P1_I2_M1	0.87
GBX2	P1_I2_M1	0.99
HFE2	P1_I2_M8	0.86
SCGB1D1	P1_I2_M1	0.99
HEXIM2	P1_I2_M2	0.91
MYL1	P1_I2_M8	0.96
TRAPPC11	P1_I2_M3	0.94
GFRA2	P1_I2_M1	0.88
SNRNP48	P1_I2_M1	0.92
CRYGA	P1_I2_M1	0.99
DYNLRB2	P1_I2_M2	0.89
TMUB2	P1_I2_M3	0.9
ADAM29	P1_I2_M2	0.99
ZSWIM1	P1_I2_M1	0.95
ADAM18	P1_I2_M1	0.98
GDNF	P1_I2_M1	0.94
DPCR1	P1_I2_M22	1.0
WFDC13	P1_I2_M12	0.99
ZNF30	P1_I2_M1	0.99
UGT3A2	P1_I2_M1	0.93
KCTD19	P1_I2_M2	0.95
SLC16A4	P1_I2_M13	0.92
IL7R	P1_I2_M5	0.86
LRP1B	P1_I2_M1	0.87
WFDC12	P1_I2_M9	0.95
DNAJC21	P1_I2_M2	0.88
CA7	P1_I2_M21	0.94
FAM178B	P1_I2_M1	0.83
TSPY2	P1_I2_M1	0.94
GSTM4	P1_I2_M10	0.84
CXXC4	P1_I2_M1	0.96
SHOX2	P1_I2_M1	0.99
CHTF8	P1_I2_M3	0.81
LCMT2	P1_I2_M1	0.87
SNTB2	P1_I2_M7	0.82
IL12A	P1_I2_M1	0.98
ZBTB49	P1_I2_M1	0.99
OR13J1	P1_I2_M1	0.99
HTR1E	P1_I2_M1	0.98
FSTL5	P1_I2_M1	0.88
SOX14	P1_I2_M1	0.99
SFTPB	P1_I2_M23	0.99
USP39	P1_I2_M3	0.82
BTNL3	P1_I2_M10	0.98
LRRC28	P1_I2_M2	0.85
PLA2G4F	P1_I2_M9	0.97
ENHO	P1_I2_M4	0.98
INPP5D	P1_I2_M5	0.97
CTRB1	P1_I2_M24	1.0
CTRB2	P1_I2_M24	1.0
TRIM49	P1_I2_M1	0.99
SPRY3	P1_I2_M1	0.99
TM4SF20	P1_I2_M10	0.92
MFF	P1_I2_M2	0.89
JMJD7-PLA2G4B	P1_I2_M1	0.99
CPLX1	P1_I2_M4	0.97
NTSR2	P1_I2_M1	0.8
E2F6	P1_I2_M1	0.97
FEM1B	P1_I2_M2	0.82
MFSD7	P1_I2_M1	0.87
KLK7	P1_I2_M9	0.97
VCX3A	P1_I2_M1	0.8
UPF3A	P1_I2_M2	0.85
ZBBX	P1_I2_M2	0.9
ACTBL2	P1_I2_M1	0.99
C8orf46	P1_I2_M4	0.97
HSPBAP1	P1_I2_M1	0.86
CSNK1G1	P1_I2_M2	0.99
ARMC4	P1_I2_M2	0.85
ZNF354A	P1_I2_M1	0.81
ATF5	P1_I2_M6	0.89
GOT1L1	P1_I2_M1	0.87
GSG1L	P1_I2_M1	0.92
NSMCE1	P1_I2_M3	0.86
CCDC126	P1_I2_M2	0.97
IL13	P1_I2_M1	0.88
OR10G3	P1_I2_M1	0.99
RAB3B	P1_I2_M1	0.85
OR6F1	P1_I2_M1	0.99
CD2BP2	P1_I2_M3	0.86
GCSAML	P1_I2_M1	0.95
SH3TC2	P1_I2_M1	0.98
CXCL11	P1_I2_M1	0.84
HSPB3	P1_I2_M19	0.99
NR0B1	P1_I2_M2	0.8
STK32A	P1_I2_M1	0.81
IL1RAPL1	P1_I2_M1	0.98
P2RY12	P1_I2_M4	0.97
OR5AU1	P1_I2_M1	0.99
KIAA1024	P1_I2_M1	0.9
PDILT	P1_I2_M2	0.9
UMOD	P1_I2_M13	0.96
GP2	P1_I2_M24	1.0
SNUPN	P1_I2_M3	0.85
SIN3A	P1_I2_M3	0.91
ARL13B	P1_I2_M1	0.93
RNASE2	P1_I2_M14	0.96
ELSPBP1	P1_I2_M12	0.98
RNASE3	P1_I2_M14	0.96
RSPH10B2	P1_I2_M2	0.9
KCNK9	P1_I2_M1	0.97
CXCL8	P1_I2_M14	0.96
SCN9A	P1_I2_M1	0.95
COL22A1	P1_I2_M1	0.94
CD52	P1_I2_M12	0.98
SPRR1B	P1_I2_M17	0.99
SPRR1A	P1_I2_M17	0.98
OR4K14	P1_I2_M1	0.99
OR4K15	P1_I2_M1	0.99
TM2D2	P1_I2_M3	0.86
HTRA4	P1_I2_M11	0.98
CLIC4	P1_I2_M16	0.86
GPR183	P1_I2_M5	0.81
CRCT1	P1_I2_M9	0.81
METTL15	P1_I2_M1	0.87
ZNF280A	P1_I2_M1	0.99
MUC15	P1_I2_M12	0.98
CT55	P1_I2_M1	0.99
GJB1	P1_I2_M6	0.87
DTWD2	P1_I2_M1	0.83
INO80E	P1_I2_M3	0.85
BNC1	P1_I2_M2	0.95
DFFB	P1_I2_M1	0.98
GKN1	P1_I2_M22	0.98
CKAP2L	P1_I2_M1	0.92
PROKR1	P1_I2_M1	0.98
APLF	P1_I2_M1	0.99
HIC2	P1_I2_M1	0.97
DRD5	P1_I2_M1	0.98
BUB1	P1_I2_M2	0.91
LRRC45	P1_I2_M1	0.94
CHRNA5	P1_I2_M1	0.95
MT1B	P1_I2_M1	0.98
AGPAT2	P1_I2_M10	0.92
GP9	P1_I2_M1	0.98
ACTRT2	P1_I2_M2	0.99
DCXR	P1_I2_M6	0.87
NRG4	P1_I2_M1	0.99
TMEM266	P1_I2_M1	0.99
TAS2R1	P1_I2_M1	0.95
LINGO1	P1_I2_M4	0.99
PRY	P1_I2_M1	0.99
RBMY1F	P1_I2_M1	0.99
PRY2	P1_I2_M1	0.99
CSGALNACT2	P1_I2_M14	0.85
TACR3	P1_I2_M1	0.99
GSX1	P1_I2_M1	0.99
ONECUT1	P1_I2_M1	0.93
CTNND2	P1_I2_M4	0.99
MUC17	P1_I2_M10	0.9
AHSP	P1_I2_M14	0.96
WNT10B	P1_I2_M1	0.94
CALML6	P1_I2_M8	0.85
MUC3A	P1_I2_M10	0.92
ITGAM	P1_I2_M14	0.98
PYDC1	P1_I2_M1	0.98
OTUD3	P1_I2_M1	0.87
OTUD7A	P1_I2_M1	0.94
ZNF764	P1_I2_M1	0.98
HSFY2	P1_I2_M1	0.83
ZNF747	P1_I2_M1	0.9
TMEM42	P1_I2_M1	0.88
PUSL1	P1_I2_M1	0.96
ZNF35	P1_I2_M1	0.98
TIGD4	P1_I2_M1	0.98
IFFO2	P1_I2_M9	0.87
MYO7B	P1_I2_M10	0.97
MYRIP	P1_I2_M1	0.81
ALCAM	P1_I2_M7	0.94
YWHAG	P1_I2_M4	0.93
CNTROB	P1_I2_M2	0.84
ZPLD1	P1_I2_M1	0.99
KCNAB3	P1_I2_M1	0.89
FAM153A	P1_I2_M1	0.95
HMP19	P1_I2_M4	0.97
SPDYE5	P1_I2_M1	0.99
SERPINA6	P1_I2_M6	0.99
ZNF778	P1_I2_M1	0.91
NIPA1	P1_I2_M4	0.85
FOXD4	P1_I2_M1	0.99
GPR25	P1_I2_M1	0.99
UBE2E1	P1_I2_M3	0.81
CCDC144A	P1_I2_M1	0.92
VGLL2	P1_I2_M8	0.9
HOXD12	P1_I2_M1	0.98
GYPA	P1_I2_M14	0.98
USP38	P1_I2_M1	0.82
NANP	P1_I2_M1	0.99
ANKK1	P1_I2_M1	0.98
ADRA1B	P1_I2_M1	0.82
ADPRM	P1_I2_M1	0.84
USP50	P1_I2_M1	0.99
USP47	P1_I2_M7	0.88
PDCD6IP	P1_I2_M3	0.83
MRGPRX1	P1_I2_M1	0.99
ZNF212	P1_I2_M1	0.85
MRAP	P1_I2_M20	0.93
FAM161A	P1_I2_M1	0.96
FAXDC2	P1_I2_M7	0.94
CRTAP	P1_I2_M16	0.87
C7orf33	P1_I2_M1	0.99
CNGB3	P1_I2_M1	0.99
SLN	P1_I2_M8	0.97
ELP5	P1_I2_M2	0.89
FRMPD2	P1_I2_M1	0.98
PRDM10	P1_I2_M1	0.97
CST5	P1_I2_M25	1.0
CST2	P1_I2_M25	1.0
CST1	P1_I2_M25	1.0
SP7	P1_I2_M1	0.99
TCAF2	P1_I2_M1	0.93
SEMA3E	P1_I2_M1	0.9
DCLK2	P1_I2_M4	0.99
ZNF804A	P1_I2_M1	0.98
TMEM182	P1_I2_M19	0.89
KRT8	P1_I2_M10	0.8
KRT78	P1_I2_M17	0.99
ADORA2B	P1_I2_M1	0.89
SDR9C7	P1_I2_M9	0.95
KRT86	P1_I2_M1	0.98
HARS	P1_I2_M3	0.8
KRT75	P1_I2_M1	0.99
DNAJC18	P1_I2_M2	0.96
KRT6C	P1_I2_M17	0.98
RIOX1	P1_I2_M1	0.91
SPATA24	P1_I2_M2	0.95
RALGAPB	P1_I2_M3	0.9
KRT4	P1_I2_M17	0.98
KRT74	P1_I2_M1	0.97
KRT72	P1_I2_M1	0.8
KISS1	P1_I2_M11	0.99
HSD17B13	P1_I2_M6	0.99
COX7B2	P1_I2_M2	0.97
KRT83	P1_I2_M1	0.99
TMC7	P1_I2_M1	0.86
IRX1	P1_I2_M1	0.92
DLGAP1	P1_I2_M4	0.98
IRF2BP1	P1_I2_M1	0.85
OR9K2	P1_I2_M1	0.99
FAM71B	P1_I2_M2	0.94
SLC26A5	P1_I2_M1	0.99
GTSF1	P1_I2_M2	0.94
ZNF16	P1_I2_M1	0.81
ARMC10	P1_I2_M3	0.84
ATF7	P1_I2_M3	0.8
MURC	P1_I2_M8	0.99
OR10A3	P1_I2_M1	0.99
ZNF296	P1_I2_M1	0.96
HOXB9	P1_I2_M12	0.93
TTLL6	P1_I2_M1	0.81
SYT9	P1_I2_M1	0.97
RBMXL2	P1_I2_M2	0.98
GPR37	P1_I2_M4	0.94
TPD52L3	P1_I2_M2	0.95
OR10A4	P1_I2_M1	0.99
SDR16C5	P1_I2_M9	0.82
DYDC1	P1_I2_M2	0.96
OR10A2	P1_I2_M1	0.99
LMOD2	P1_I2_M19	0.97
BFSP2	P1_I2_M1	0.99
FSHR	P1_I2_M1	0.99
USP32	P1_I2_M2	0.93
CEL	P1_I2_M24	1.0
PPM1D	P1_I2_M1	0.96
GPR27	P1_I2_M7	0.86
PSG6	P1_I2_M11	0.95
PLA2G1B	P1_I2_M24	1.0
CYTL1	P1_I2_M11	0.9
GSTA4	P1_I2_M20	0.89
NDUFA3	P1_I2_M1	0.85
OR7G3	P1_I2_M1	0.99
TANC2	P1_I2_M7	0.9
OR7G2	P1_I2_M1	0.99
TEX13B	P1_I2_M1	0.99
PKHD1	P1_I2_M1	0.87
OR1M1	P1_I2_M1	0.99
NCBP2L	P1_I2_M1	0.99
DNAJC24	P1_I2_M1	0.9
MBD3L1	P1_I2_M2	0.93
ZNF160	P1_I2_M3	0.83
PGK2	P1_I2_M2	0.94
OR8B12	P1_I2_M1	0.99
ZNF415	P1_I2_M2	0.8
DCDC1	P1_I2_M1	0.97
HAS2	P1_I2_M1	0.82
DDI1	P1_I2_M1	0.8
OR4D5	P1_I2_M1	0.99
LRRC8E	P1_I2_M1	0.89
PKIA	P1_I2_M8	0.93
XKR6	P1_I2_M1	0.99
PATE1	P1_I2_M12	0.98
OR13H1	P1_I2_M1	0.99
SOX7	P1_I2_M11	0.85
C8orf74	P1_I2_M1	0.96
ALK	P1_I2_M1	0.99
KYAT1	P1_I2_M1	0.87
OBP2B	P1_I2_M1	0.99
HSFX1	P1_I2_M1	0.98
NRTN	P1_I2_M1	0.97
KCNMB3	P1_I2_M1	0.98
KCNG3	P1_I2_M1	0.99
ATP6V0E2	P1_I2_M4	0.91
PRKCE	P1_I2_M4	0.88
OR2K2	P1_I2_M1	0.99
RLN3	P1_I2_M1	0.99
TADA3	P1_I2_M3	0.8
SOCS5	P1_I2_M3	0.82
NAIF1	P1_I2_M1	0.99
OR2M4	P1_I2_M1	0.99
MUC7	P1_I2_M25	1.0
SMR3B	P1_I2_M25	1.0
CLDN20	P1_I2_M1	0.99
CDC42BPG	P1_I2_M9	0.82
UGT2B7	P1_I2_M13	0.89
LRG1	P1_I2_M6	0.97
NPTX1	P1_I2_M4	0.99
KCNK3	P1_I2_M20	0.94
CHD7	P1_I2_M1	0.84
ESCO2	P1_I2_M1	0.87
KRT15	P1_I2_M9	0.83
LURAP1	P1_I2_M1	0.8
KRT38	P1_I2_M1	0.99
CLCN5	P1_I2_M13	0.83
TPPP	P1_I2_M4	0.98
APLN	P1_I2_M11	0.94
KRTAP4-4	P1_I2_M1	0.99
KRT13	P1_I2_M17	0.98
XAGE3	P1_I2_M11	0.98
KRT9	P1_I2_M1	0.99
XAGE5	P1_I2_M1	0.99
GLOD5	P1_I2_M1	0.81
KSR2	P1_I2_M1	0.99
KRT27	P1_I2_M1	0.99
ZBTB26	P1_I2_M1	0.82
CDK5R2	P1_I2_M4	0.95
DSEL	P1_I2_M1	0.98
OR1L6	P1_I2_M1	0.99
DLK2	P1_I2_M1	0.85
SPACA5B	P1_I2_M1	0.92
OR1L3	P1_I2_M1	0.99
SPACA5	P1_I2_M1	0.95
RSL1D1	P1_I2_M15	0.9
MROH2B	P1_I2_M2	0.96
OR1L8	P1_I2_M1	0.99
OR1N2	P1_I2_M1	0.99
COL24A1	P1_I2_M1	0.98
OR1N1	P1_I2_M1	0.99
RXFP1	P1_I2_M1	0.81
NEUROD2	P1_I2_M1	0.91
OTP	P1_I2_M1	0.99
FGG	P1_I2_M6	0.99
FGA	P1_I2_M6	0.99
OR2AT4	P1_I2_M1	0.99
FGB	P1_I2_M6	0.99
PLRG1	P1_I2_M3	0.88
ZNF584	P1_I2_M1	0.93
DSCAM	P1_I2_M1	0.94
NMUR1	P1_I2_M1	0.97
CLSTN1	P1_I2_M4	0.84
PIK3CD	P1_I2_M5	0.96
PTCRA	P1_I2_M1	0.97
ENC1	P1_I2_M4	0.96
BPTF	P1_I2_M3	0.89
S100Z	P1_I2_M1	0.98
ZIK1	P1_I2_M1	0.9
GPR82	P1_I2_M1	0.96
PLEKHG5	P1_I2_M9	0.93
LKAAEAR1	P1_I2_M1	0.99
RGS19	P1_I2_M5	0.93
DEFB4A	P1_I2_M1	0.86
HDAC3	P1_I2_M3	0.85
SPATA46	P1_I2_M2	0.89
VAT1L	P1_I2_M20	0.91
PAH	P1_I2_M6	0.84
SPATA5L1	P1_I2_M1	0.96
SYCE1	P1_I2_M2	0.98
NXNL1	P1_I2_M1	0.99
RASGRP4	P1_I2_M1	0.87
NHLH1	P1_I2_M1	0.99
SLFNL1	P1_I2_M2	0.97
UTF1	P1_I2_M1	0.99
KNDC1	P1_I2_M1	0.83
WDR87	P1_I2_M2	0.91
METTL18	P1_I2_M7	0.88
PWWP2B	P1_I2_M1	0.81
PCDHB1	P1_I2_M1	0.99
ZNF540	P1_I2_M1	0.87
ANGPTL7	P1_I2_M1	0.92
FBXL14	P1_I2_M1	0.82
EXOSC10	P1_I2_M3	0.86
ZNF570	P1_I2_M1	0.96
NINJ2	P1_I2_M23	0.82
FAM90A1	P1_I2_M1	0.94
IFNB1	P1_I2_M1	0.99
RPS21	P1_I2_M15	0.92
RPS7	P1_I2_M15	0.96
PRND	P1_I2_M2	0.98
RNASEH1	P1_I2_M1	0.92
PRNP	P1_I2_M4	0.82
KLF17	P1_I2_M1	0.98
ADRA1D	P1_I2_M1	0.97
AQP4	P1_I2_M4	0.93
FBXW10	P1_I2_M1	0.9
OR10H3	P1_I2_M1	0.99
OR10H2	P1_I2_M1	0.99
OR52A5	P1_I2_M1	0.99
CYP4F22	P1_I2_M9	0.88
FOXB1	P1_I2_M1	0.99
DRC3	P1_I2_M18	0.98
ZNF57	P1_I2_M2	0.94
C11orf40	P1_I2_M1	0.99
LDHAL6B	P1_I2_M2	0.99
SYNPO	P1_I2_M8	0.92
ZNF556	P1_I2_M1	0.97
MAL	P1_I2_M17	0.97
ZNF554	P1_I2_M1	0.97
RAB33B	P1_I2_M1	0.86
ANKRD20A4	P1_I2_M1	0.99
REG3A	P1_I2_M10	0.93
GAP43	P1_I2_M4	0.97
REG1B	P1_I2_M10	0.87
EPHX4	P1_I2_M1	0.92
SERF1A	P1_I2_M1	0.94
LRRC15	P1_I2_M1	0.95
TEX37	P1_I2_M2	0.99
MOB3A	P1_I2_M5	0.91
SLFN12	P1_I2_M1	0.82
SLC9C1	P1_I2_M1	0.94
OR1A1	P1_I2_M1	0.99
OR1A2	P1_I2_M1	0.99
OR8I2	P1_I2_M1	0.99
LCE1D	P1_I2_M9	0.98
FRMD3	P1_I2_M19	0.82
MTBP	P1_I2_M1	0.97
TEFM	P1_I2_M1	0.98
ISG20	P1_I2_M5	0.84
OR4C11	P1_I2_M1	0.99
OR8U1	P1_I2_M1	0.99
GPR22	P1_I2_M1	0.96
AZU1	P1_I2_M14	0.96
C5orf34	P1_I2_M1	0.98
NEGR1	P1_I2_M4	0.91
ZNF131	P1_I2_M2	0.83
HINFP	P1_I2_M1	0.91
CDY1	P1_I2_M1	0.99
OR10V1	P1_I2_M1	0.99
TP53RK	P1_I2_M1	0.83
B3GALT1	P1_I2_M1	0.97
OR5A1	P1_I2_M1	0.99
CLEC12A	P1_I2_M14	0.86
OR5A2	P1_I2_M1	0.99
ALG14	P1_I2_M1	0.99
STARD5	P1_I2_M1	0.89
IL16	P1_I2_M5	0.94
ABCG4	P1_I2_M1	0.98
CDY1B	P1_I2_M1	0.99
CFAP53	P1_I2_M2	0.94
OR5B12	P1_I2_M1	0.99
OR5B2	P1_I2_M1	0.99
MCRIP2	P1_I2_M1	0.83
PDZD3	P1_I2_M10	0.8
OR9I1	P1_I2_M1	0.99
ARNT2	P1_I2_M4	0.99
PRSS27	P1_I2_M17	0.99
MYOZ2	P1_I2_M19	0.97
DNAJB7	P1_I2_M1	0.97
INSL5	P1_I2_M21	0.95
EFCAB3	P1_I2_M1	0.97
TTC36	P1_I2_M6	0.92
RSPH9	P1_I2_M1	0.9
OR9G4	P1_I2_M1	0.99
IL17D	P1_I2_M4	0.89
OR5AP2	P1_I2_M1	0.99
TCEAL1	P1_I2_M16	0.85
ZNF24	P1_I2_M3	0.9
HSFY1	P1_I2_M1	0.83
RAB40A	P1_I2_M1	0.92
C2orf54	P1_I2_M17	0.94
AGXT	P1_I2_M6	0.99
OR8J1	P1_I2_M1	0.99
OR5T3	P1_I2_M1	0.99
ACOT12	P1_I2_M6	0.91
FIBP	P1_I2_M3	0.84
OR10H5	P1_I2_M1	0.99
BANP	P1_I2_M1	0.85
FAM170B	P1_I2_M1	0.98
NIPAL4	P1_I2_M9	0.93
SNTG2	P1_I2_M1	0.99
FNDC9	P1_I2_M1	0.84
EFEMP2	P1_I2_M16	0.81
OR10AD1	P1_I2_M1	0.99
AGAP5	P1_I2_M1	0.96
WASHC2C	P1_I2_M3	0.85
ZFAND4	P1_I2_M2	0.99
THEMIS	P1_I2_M1	0.94
MOS	P1_I2_M1	0.99
ZNF738	P1_I2_M1	0.88
MS4A10	P1_I2_M10	0.97
FAM71D	P1_I2_M1	0.84
FUT10	P1_I2_M1	0.95
LRRC20	P1_I2_M8	0.98
PURG	P1_I2_M1	0.98
